Id,IcdCodeSubBlockId,Code,Name
7C8A17BE-7A9B-47F6-9DD8-74F00662D392,FD38CE50-B036-40B4-85A4-216EEFD40EB7,A05.1,"Botulism"
E2620863-0416-465E-9E78-AF90076E06CA,FD38CE50-B036-40B4-85A4-216EEFD40EB7,A05.2,"Foodborne Clostridium perfringens [Clostridium welchii] intoxication"
6D12A99E-A460-4729-A12F-4A11040AC277,FD38CE50-B036-40B4-85A4-216EEFD40EB7,A05.3,"Foodborne Vibrio parahaemolyticus intoxication"
D038F8EC-C31C-4788-AB45-DAC68A0C6C0F,FD38CE50-B036-40B4-85A4-216EEFD40EB7,A05.4,"Foodborne Bacillus cereus intoxication"
E98225E1-609F-41FD-86F1-6E1C806A4314,FD38CE50-B036-40B4-85A4-216EEFD40EB7,A05.8,"Other specified bacterial foodborne intoxications"
B8B718E1-4A7C-4573-A68A-EB9B8728AECE,FD38CE50-B036-40B4-85A4-216EEFD40EB7,A05.9,"Bacterial foodborne intoxication, unspecified"
EA0347B3-2FD5-487E-81EF-92D8F795D032,9087A55D-024E-463F-BC65-7FAAE53EE38B,A06.0,"Acute amoebic dysentery"
8E71C40A-1F1C-45FE-9707-E5E7D0E30E64,9087A55D-024E-463F-BC65-7FAAE53EE38B,A06.1,"Chronic intestinal amoebiasis"
7FF98AAD-8F5C-4850-B829-0F295F53F43C,9087A55D-024E-463F-BC65-7FAAE53EE38B,A06.2,"Amoebic nondysenteric colitis"
3579F3A5-E8E8-4236-8B3C-F3F928FAE8C0,9087A55D-024E-463F-BC65-7FAAE53EE38B,A06.3,"Amoeboma of intestine"
928716D2-4641-4224-9E4D-EF479C98A945,9087A55D-024E-463F-BC65-7FAAE53EE38B,A06.4,"Amoebic liver abscess"
D6FD0C77-C9C2-4EB5-90D1-205F0DAC825E,9087A55D-024E-463F-BC65-7FAAE53EE38B,A06.5,"Amoebic lung abscess"
5D81AD79-EA10-4340-A528-A0B7548A4978,9087A55D-024E-463F-BC65-7FAAE53EE38B,A06.6,"Amoebic brain abscess"
533401DA-FBF2-4A27-9390-934817C48775,9087A55D-024E-463F-BC65-7FAAE53EE38B,A06.7,"Cutaneous amoebiasis"
EB2E0D1E-4771-4F19-9891-C853A045616B,9087A55D-024E-463F-BC65-7FAAE53EE38B,A06.8,"Amoebic infection of other sites"
D41C8CD7-8350-4088-9FE0-D7F765FEF88F,9087A55D-024E-463F-BC65-7FAAE53EE38B,A06.9,"Amoebiasis, unspecified"
D7AE2C8B-2445-4E35-882D-2C0AF77CFDA1,D0BA92F2-7068-4728-8037-4267F7DAC6EB,A07.0,"Balantidiasis"
1E01A819-6679-4248-8C27-8BF605F6A776,D0BA92F2-7068-4728-8037-4267F7DAC6EB,A07.1,"Giardiasis [lambliasis]"
3E6E581E-6E86-4698-A356-F368618B7B97,D0BA92F2-7068-4728-8037-4267F7DAC6EB,A07.2,"Cryptosporidiosis"
CB08C8ED-570E-4239-883B-D9AFC4038847,D0BA92F2-7068-4728-8037-4267F7DAC6EB,A07.3,"Isosporiasis"
A12B6811-BB99-4F6A-9B84-9B7C78BABD3D,D0BA92F2-7068-4728-8037-4267F7DAC6EB,A07.8,"Other specified protozoal intestinal diseases"
C7683773-7E3D-410D-86DA-9FB3FA599BB4,D0BA92F2-7068-4728-8037-4267F7DAC6EB,A07.9,"Protozoal intestinal disease, unspecified"
0A945DD1-C2C3-44F7-8963-BD4DF1874EDA,5EC9C772-BF55-4AF0-95F7-F560B89FADDB,A08.0,"Rotaviral enteritis"
C31BB5C0-9C3A-42C1-8D0B-B7207AA5F35A,5EC9C772-BF55-4AF0-95F7-F560B89FADDB,A08.1,"Acute gastroenteropathy due to Norwalk agent"
4369AA21-0128-4174-89CB-D0BAB32339C1,5EC9C772-BF55-4AF0-95F7-F560B89FADDB,A08.2,"Adenoviral enteritis"
FDCCA816-2C20-4C1C-92BA-38EA8E74D446,5EC9C772-BF55-4AF0-95F7-F560B89FADDB,A08.3,"Other viral enteritis"
60EFBCFC-796D-43CB-B7DD-A026C9E03EF7,5EC9C772-BF55-4AF0-95F7-F560B89FADDB,A08.4,"Viral intestinal infection, unspecified"
B282954B-6529-476A-BE8C-4F5880D9791D,5EC9C772-BF55-4AF0-95F7-F560B89FADDB,A08.5,"Other specified intestinal infections"
E9FC550A-5C85-4B25-9DC4-C589FC0BBF4C,B5E8A22C-6824-43ED-AB15-415498C77857,A15.0,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture"
98C2CB8F-F1CD-4ED1-A2EC-7167498CCE2B,B5E8A22C-6824-43ED-AB15-415498C77857,A15.1,"Tuberculosis of lung, confirmed by culture only"
AA3EF352-8629-4335-B4D3-560B44997CC4,B5E8A22C-6824-43ED-AB15-415498C77857,A15.2,"Tuberculosis of lung, confirmed histologically"
69375F5D-4C7B-40CC-91F5-DD55F8482A08,B5E8A22C-6824-43ED-AB15-415498C77857,A15.3,"Tuberculosis of lung, confirmed by unspecified means"
29F84AEB-F4C6-4771-92DA-B57E45EE8222,B5E8A22C-6824-43ED-AB15-415498C77857,A15.4,"Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically"
02FFBC0C-B44E-49DD-90E2-409EEF5D0C48,B5E8A22C-6824-43ED-AB15-415498C77857,A15.5,"Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically"
304DFC0D-2315-4368-9A8E-4BC93D5A7096,B5E8A22C-6824-43ED-AB15-415498C77857,A15.6,"Tuberculous pleurisy, confirmed bacteriologically and histologically"
0CDF17B1-4663-4BF2-AE78-181AAC25E241,B5E8A22C-6824-43ED-AB15-415498C77857,A15.7,"Primary respiratory tuberculosis, confirmed bacteriologically and histologically"
2B9D6137-08AC-42E7-ABD6-968382C1D4F8,B5E8A22C-6824-43ED-AB15-415498C77857,A15.8,"Other respiratory tuberculosis, confirmed bacteriologically and histologically"
60E56918-EF8A-43EC-BABF-94AADDB2FF98,B5E8A22C-6824-43ED-AB15-415498C77857,A15.9,"Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically"
FF13724B-55C3-4AD5-9A7A-5DC6C7B41E42,F229DD91-E148-402B-BFF1-13F704D21188,A16.0,"Tuberculosis of lung, bacteriologically and histologically negative"
F5B1BBB1-8365-41E5-8AB4-8C74393982BB,F229DD91-E148-402B-BFF1-13F704D21188,A16.1,"Tuberculosis of lung, bacteriological and histological examination not done"
53F6DC62-363E-41E3-814A-0D1E4951C9AD,F229DD91-E148-402B-BFF1-13F704D21188,A16.2,"Tuberculosis of lung, without mention of bacteriological or histological confirmation"
45073C2D-1863-45F7-BE6E-89F3C81C68B4,F229DD91-E148-402B-BFF1-13F704D21188,A16.3,"Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation"
6CB56EC8-F7E5-4EC6-A2D2-1CCD173F3223,F229DD91-E148-402B-BFF1-13F704D21188,A16.4,"Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation"
6A9F70D8-F48A-402C-B78C-EA9F26B88FF6,F229DD91-E148-402B-BFF1-13F704D21188,A16.5,"Tuberculous pleurisy, without mention of bacteriological or histological confirmation"
06114F7D-627D-4723-A9A8-6086812A4862,F229DD91-E148-402B-BFF1-13F704D21188,A16.7,"Primary respiratory tuberculosis without mention of bacteriological or histological confirmation"
C0AC9759-7EDC-4D83-95B9-E36418298364,F229DD91-E148-402B-BFF1-13F704D21188,A16.8,"Other respiratory tuberculosis, without mention of bacteriological or histological confirmation"
43F1A149-5D55-483D-84C5-5B5E0D204B2E,F229DD91-E148-402B-BFF1-13F704D21188,A16.9,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation"
3099A09A-D4E1-414B-B35C-78A6B80AB7BE,BEEAF97B-EC4C-499E-9BB6-2BA5A5CBC63A,A17.0,"Tuberculous meningitis"
3A462C4A-DF35-4BD5-9F29-6B5CD9333A68,BEEAF97B-EC4C-499E-9BB6-2BA5A5CBC63A,A17.1,"Meningeal tuberculoma"
8979BA12-D6F7-432D-BC94-2986E21E4754,BEEAF97B-EC4C-499E-9BB6-2BA5A5CBC63A,A17.8,"Other tuberculosis of nervous system"
8D176584-14BC-4340-BE3B-F2DF47EF4DCE,BEEAF97B-EC4C-499E-9BB6-2BA5A5CBC63A,A17.9,"Tuberculosis of nervous system, unspecified"
8824F0E0-12A4-47D2-9032-374B2F22E8B7,3B5A9BD3-6440-4379-BBE6-B2F08F9047F6,A18.0,"Tuberculosis of bones and joints"
45B76113-F555-4347-8F3A-872C6365017D,3B5A9BD3-6440-4379-BBE6-B2F08F9047F6,A18.1,"Tuberculosis of genitourinary system"
2AB7894B-D230-4B34-9339-AD4749238610,3B5A9BD3-6440-4379-BBE6-B2F08F9047F6,A18.2,"Tuberculous peripheral lymphadenopathy"
E89CBB98-74A0-4A7C-B691-BECA38C5C1C5,3B5A9BD3-6440-4379-BBE6-B2F08F9047F6,A18.3,"Tuberculosis of intestines, peritoneum and mesenteric glands"
45368D78-0623-4F96-8DD0-4693365DDCB8,3B5A9BD3-6440-4379-BBE6-B2F08F9047F6,A18.4,"Tuberculosis of skin and subcutaneous tissue"
80FEF927-8323-401E-B712-38BA5E9A28C4,3B5A9BD3-6440-4379-BBE6-B2F08F9047F6,A18.5,"Tuberculosis of eye"
4A7D19AD-881F-4D50-94BA-14FD61C8AFE0,3B5A9BD3-6440-4379-BBE6-B2F08F9047F6,A18.6,"Tuberculosis of ear"
0A8867DF-33FC-4D8B-997C-6D84F7AFB852,3B5A9BD3-6440-4379-BBE6-B2F08F9047F6,A18.7,"Tuberculosis of adrenal glands"
29AD4CCD-1DEA-4E6D-9660-15B99C74CB41,3B5A9BD3-6440-4379-BBE6-B2F08F9047F6,A18.8,"Tuberculosis of other specified organs"
89017478-85FC-47F4-A806-6DDD1200F91A,CA27DB1E-B89D-4A6A-B8B8-F19E88FD0406,A20.0,"Bubonic plague"
0B246EFA-2775-42D4-A649-CAC55B9E71A3,CA27DB1E-B89D-4A6A-B8B8-F19E88FD0406,A20.1,"Cellulocutaneous plague"
F4F73391-E487-4A96-9478-13893FD31F70,CA27DB1E-B89D-4A6A-B8B8-F19E88FD0406,A20.2,"Pneumonic plague"
B73E89EF-174B-4FED-B7A0-E6015BAA0BDD,CA27DB1E-B89D-4A6A-B8B8-F19E88FD0406,A20.3,"Plague meningitis"
C9AD2386-923C-4565-832C-55776D6AEEBF,CA27DB1E-B89D-4A6A-B8B8-F19E88FD0406,A20.7,"Septicaemic plague"
4713F740-FA5A-4214-AF8E-84642C8A0BA4,CA27DB1E-B89D-4A6A-B8B8-F19E88FD0406,A20.8,"Other forms of plague"
7534222E-6943-4B77-81B3-957925B00A03,CA27DB1E-B89D-4A6A-B8B8-F19E88FD0406,A20.9,"Plague, unspecified"
6EE758D8-EFC0-49F7-A642-A7D2EE950771,EA26C7EF-CDE7-4FA1-BCA3-0C4BA6E34543,A21.0,"Ulceroglandular tularaemia"
B15231E7-DB67-44A5-898D-C9CA4294EF73,EA26C7EF-CDE7-4FA1-BCA3-0C4BA6E34543,A21.1,"Oculoglandular tularaemia"
FBF63B63-2CCD-4AFF-850F-77998985EE19,EA26C7EF-CDE7-4FA1-BCA3-0C4BA6E34543,A21.2,"Pulmonary tularaemia"
2C130167-606B-42D8-9546-A209586016A1,EA26C7EF-CDE7-4FA1-BCA3-0C4BA6E34543,A21.3,"Gastrointestinal tularaemia"
3AF803EC-F633-4C37-8303-9E24AA2A1649,EA26C7EF-CDE7-4FA1-BCA3-0C4BA6E34543,A21.7,"Generalized tularaemia"
6CB51F2A-4B56-4A47-8D08-D5FA6AE82275,EA26C7EF-CDE7-4FA1-BCA3-0C4BA6E34543,A21.8,"Other forms of tularaemia"
AA203EBA-61BE-431D-979B-87B835057DDD,EA26C7EF-CDE7-4FA1-BCA3-0C4BA6E34543,A21.9,"Tularaemia, unspecified"
0EA49C06-F5BF-4E17-AAD4-7126C8838134,B2B6A582-2277-4B86-9E9C-95D30F92B65D,A22.0,"Cutaneous anthrax"
F00A83B4-9897-4B47-8407-5C31A64D7243,B2B6A582-2277-4B86-9E9C-95D30F92B65D,A22.1,"Pulmonary anthrax"
9111EA44-1FD5-43E5-AE37-8A125AA9740F,B2B6A582-2277-4B86-9E9C-95D30F92B65D,A22.2,"Gastrointestinal anthrax"
1CDF2F92-6DE7-409D-8AA2-DB6B85160F4C,B2B6A582-2277-4B86-9E9C-95D30F92B65D,A22.7,"Anthrax septicaemia"
A1B26A44-84D7-4A10-84F4-41CDC5AD5043,B2B6A582-2277-4B86-9E9C-95D30F92B65D,A22.8,"Other forms of anthrax"
48B6685E-955A-4D25-8FCD-F15A5A089184,B2B6A582-2277-4B86-9E9C-95D30F92B65D,A22.9,"Anthrax, unspecified"
B582BA80-DD0C-4E8D-B672-FD2FA5175139,967A9923-8C0B-4148-BA60-75AD4BBAD1B5,A23.0,"Brucellosis due to Brucella melitensis"
1F723362-FEAA-46A5-A570-F8C0C7BBEED0,967A9923-8C0B-4148-BA60-75AD4BBAD1B5,A23.1,"Brucellosis due to Brucella abortus"
037A82D9-3983-431D-BDB2-C23B2C8BD4D2,967A9923-8C0B-4148-BA60-75AD4BBAD1B5,A23.2,"Brucellosis due to Brucella suis"
BA0A5F44-C821-4D78-9DE6-79975422CF19,967A9923-8C0B-4148-BA60-75AD4BBAD1B5,A23.3,"Brucellosis due to Brucella canis"
96FE107B-EC4A-4F98-A46E-EC3A0B0E5F2D,967A9923-8C0B-4148-BA60-75AD4BBAD1B5,A23.8,"Other brucellosis"
0CE239A7-7A5B-467B-B051-73F058584409,967A9923-8C0B-4148-BA60-75AD4BBAD1B5,A23.9,"Brucellosis, unspecified"
9A69CD9C-FB08-4919-97C4-FF16173570DA,CF0E24DD-28CA-4233-829F-1A7544F45DD6,A24.0,"Glanders"
6C78A427-2DA0-4532-8F64-8786ACCC6F92,CF0E24DD-28CA-4233-829F-1A7544F45DD6,A24.1,"Acute and fulminating melioidosis"
8698BC88-9989-4691-BF21-7881C7CD8637,CF0E24DD-28CA-4233-829F-1A7544F45DD6,A24.2,"Subacute and chronic melioidosis"
B088F3C4-E89D-4A34-92AC-28C680231387,CF0E24DD-28CA-4233-829F-1A7544F45DD6,A24.3,"Other melioidosis"
4326C4EE-1FCA-4AEB-A0B5-8057DE2D1A34,CF0E24DD-28CA-4233-829F-1A7544F45DD6,A24.4,"Melioidosis, unspecified"
D821AD5C-B159-46C8-A654-EBE3C6E1700B,EB3AAE97-7572-48FF-91EE-A846372A0382,A25.0,"Spirillosis"
8632F48E-0EA0-446D-BE41-8251E6F37532,EB3AAE97-7572-48FF-91EE-A846372A0382,A25.1,"Streptobacillosis"
D3530716-4531-4EBB-B453-048E7FA5FAED,EB3AAE97-7572-48FF-91EE-A846372A0382,A25.9,"Rat-bite fever, unspecified"
B085D1A2-CE9A-4FC7-9425-170D06E974C8,653C9083-494C-4D88-975E-05643FC0A7C0,A26.0,"Cutaneous erysipeloid"
A1F97467-8F5A-447C-B4C5-770F40AB0EDA,653C9083-494C-4D88-975E-05643FC0A7C0,A26.7,"Erysipelothrix septicaemia"
341AA419-F16E-445D-8833-5F25677E4713,653C9083-494C-4D88-975E-05643FC0A7C0,A26.8,"Other forms of erysipeloid"
D21A3140-6681-47F3-918E-4A52EF5C53B6,653C9083-494C-4D88-975E-05643FC0A7C0,A26.9,"Erysipeloid, unspecified"
1745520F-8C53-40D4-8A91-8B7543DF5702,6F4741DC-73F5-4C58-AC83-E8954AEDADED,A27.0,"Leptospirosis icterohaemorrhagica"
324329EE-7B78-4EE6-9430-E14BE1A55EA1,6F4741DC-73F5-4C58-AC83-E8954AEDADED,A27.8,"Other forms of leptospirosis"
C7576513-8ABD-4913-95CA-56FE03928E5A,6F4741DC-73F5-4C58-AC83-E8954AEDADED,A27.9,"Leptospirosis, unspecified"
25D0FB39-D220-4D70-8032-063512CD57A5,DEF66F4E-5AA4-4792-BCF7-3174BFDDEA48,A30.0,"Indeterminate leprosy"
22CD0BB1-050F-471A-9A29-CC31BE733F78,DEF66F4E-5AA4-4792-BCF7-3174BFDDEA48,A30.1,"Tuberculoid leprosy"
4BA23A2E-C912-452E-BB13-D7FCAF081D46,DEF66F4E-5AA4-4792-BCF7-3174BFDDEA48,A30.2,"Borderline tuberculoid leprosy"
304A5867-A22E-4917-86FB-AE932633A817,DEF66F4E-5AA4-4792-BCF7-3174BFDDEA48,A30.3,"Borderline leprosy"
5F01C725-36A8-4932-9FED-B695607CAC7E,DEF66F4E-5AA4-4792-BCF7-3174BFDDEA48,A30.4,"Borderline lepromatous leprosy"
BB5E6B02-5361-4F60-82CC-0D566607E33C,DEF66F4E-5AA4-4792-BCF7-3174BFDDEA48,A30.5,"Lepromatous leprosy"
5B94C6A9-1D1C-41D9-B588-F63CEFE69F49,DEF66F4E-5AA4-4792-BCF7-3174BFDDEA48,A30.8,"Other forms of leprosy"
62E556DD-E00B-470E-BCED-DF8C2AF2808E,DEF66F4E-5AA4-4792-BCF7-3174BFDDEA48,A30.9,"Leprosy, unspecified"
DDF3235F-9CB7-4EAA-BB64-20F4BAE273A0,36DCE79F-F01D-4EED-BB7D-C941A240E8BD,A31.0,"Pulmonary mycobacterial infection"
1403915F-82EB-4D70-AEED-C8C303B4E825,36DCE79F-F01D-4EED-BB7D-C941A240E8BD,A31.1,"Cutaneous mycobacterial infection"
CA2098B1-F129-4F8E-B3AE-6008BC7811DD,36DCE79F-F01D-4EED-BB7D-C941A240E8BD,A31.8,"Other mycobacterial infections"
237C59B9-FB68-492A-B5E4-5B049F1C8C84,36DCE79F-F01D-4EED-BB7D-C941A240E8BD,A31.9,"Mycobacterial infection, unspecified"
DB10A1BD-FEC7-4DD8-A837-0387FBB35A14,D8D842D0-449A-47AC-88EC-C11BB5F45661,A32.0,"Cutaneous listeriosis"
DA7B268C-4EC9-4251-8216-1A382221950F,D8D842D0-449A-47AC-88EC-C11BB5F45661,A32.1,"Listerial meningitis and meningoencephalitis"
2777DB70-CA3B-4B31-B341-6DE0AC681256,D8D842D0-449A-47AC-88EC-C11BB5F45661,A32.7,"Listerial septicaemia"
45D4C56E-5CA0-47FF-9DB4-44EA33AFC5D7,D8D842D0-449A-47AC-88EC-C11BB5F45661,A32.8,"Other forms of listeriosis"
2423A840-71D9-4122-885C-5E5DFED0577F,D8D842D0-449A-47AC-88EC-C11BB5F45661,A32.9,"Listeriosis, unspecified"
D80CF5EE-9BC1-45FA-B4F8-28782EC02B28,43C7A04A-D6B7-4C41-88FB-9C88509C1484,A36.0,"Pharyngeal diphtheria"
318482E6-A894-4620-8D5D-6DF05CAFB5CF,43C7A04A-D6B7-4C41-88FB-9C88509C1484,A36.1,"Nasopharyngeal diphtheria"
9FC0B9A7-D49B-4EAC-8E33-F3F338F2747D,43C7A04A-D6B7-4C41-88FB-9C88509C1484,A36.2,"Laryngeal diphtheria"
D69905BF-203B-4920-9351-8A4495AE1484,43C7A04A-D6B7-4C41-88FB-9C88509C1484,A36.3,"Cutaneous diphtheria"
2521B8F5-BA2F-4C97-B849-97F408BDE209,43C7A04A-D6B7-4C41-88FB-9C88509C1484,A36.8,"Other diphtheria"
0CB0FD26-961F-40A7-8CF9-68971CAEF2FF,43C7A04A-D6B7-4C41-88FB-9C88509C1484,A36.9,"Diphtheria, unspecified"
11AC40D8-C880-4969-95BB-133E1FC0E029,53A4B471-5B2A-47A1-9BD1-63AAC06B3481,A37.0,"Whooping cough due to Bordetella pertussis"
1F17FA8F-CC41-4561-8979-DD73A8449CAE,53A4B471-5B2A-47A1-9BD1-63AAC06B3481,A37.1,"Whooping cough due to Bordetella parapertussis"
B10C29F5-C668-4EB2-9EBD-338DD0C6645A,53A4B471-5B2A-47A1-9BD1-63AAC06B3481,A37.8,"Whooping cough due to other Bordetella species"
8E1B84F3-C0D4-43D6-BC9F-385B8967CDA9,53A4B471-5B2A-47A1-9BD1-63AAC06B3481,A37.9,"Whooping cough, unspecified"
C79958A2-4CBA-4592-AE05-E6AB9088A1C4,1A7F3E04-65A5-4335-909A-4DB1EC8BAD08,A39.0,"Meningococcal meningitis"
062858A9-83CE-4441-AAB2-81A2B07450BB,1A7F3E04-65A5-4335-909A-4DB1EC8BAD08,A39.1,"Waterhouse-Friderichsen syndrome"
4EA8084A-B0C9-49AE-8F05-05260087B3B9,1A7F3E04-65A5-4335-909A-4DB1EC8BAD08,A39.2,"Acute meningococcaemia"
C87EA50C-E2FA-4353-BE32-C6975C0F7A0D,1A7F3E04-65A5-4335-909A-4DB1EC8BAD08,A39.3,"Chronic meningococcaemia"
C3DC3273-29A7-4240-88CA-DA1084954833,1A7F3E04-65A5-4335-909A-4DB1EC8BAD08,A39.4,"Meningococcaemia, unspecified"
6F017792-16F8-483E-91B6-CA758D398A11,1A7F3E04-65A5-4335-909A-4DB1EC8BAD08,A39.5,"Meningococcal heart disease"
DCD64B97-A7A1-4A05-83AA-1604824A7B0E,1A7F3E04-65A5-4335-909A-4DB1EC8BAD08,A39.8,"Other meningococcal infections"
F2CA243D-2F45-4545-BF7A-3427DE4733FD,1A7F3E04-65A5-4335-909A-4DB1EC8BAD08,A39.9,"Meningococcal infection, unspecified"
AE7C0A5F-974C-4620-A932-72A3076DBC47,793ADBB8-1DFA-4050-B237-ECA0BCCC5688,A40.0,"Septicaemia due to streptococcus, group A"
81AD125F-D751-4D84-8AE8-88AD4091A6C1,793ADBB8-1DFA-4050-B237-ECA0BCCC5688,A40.1,"Septicaemia due to streptococcus, group B"
D6B8BD6F-CB26-4368-BDBE-51E441315606,793ADBB8-1DFA-4050-B237-ECA0BCCC5688,A40.2,"Septicaemia due to streptococcus, group D"
A5C17C8D-DB4B-4EBB-88B0-921BCBC45797,793ADBB8-1DFA-4050-B237-ECA0BCCC5688,A40.3,"Septicaemia due to Streptococcus pneumoniae"
8494DEAB-0D7D-4211-B3E0-408AB093885F,793ADBB8-1DFA-4050-B237-ECA0BCCC5688,A40.8,"Other streptococcal septicaemia"
4377EA58-DB3F-4154-9E94-2B0DD502ABC8,793ADBB8-1DFA-4050-B237-ECA0BCCC5688,A40.9,"Streptococcal septicaemia, unspecified"
5DEA3D81-C7E5-426B-B88C-E3F8BA0F9C85,F22872F4-D160-439C-B15F-3E48B63B29C1,A41.0,"Septicaemia due to Staphylococcus aureus"
BD4CA64C-6AF0-462F-89D7-6064A24E34F2,F22872F4-D160-439C-B15F-3E48B63B29C1,A41.1,"Septicaemia due to other specified staphylococcus"
B50873D4-9BEA-43D7-8988-B88F264B2793,F22872F4-D160-439C-B15F-3E48B63B29C1,A41.2,"Septicaemia due to unspecified staphylococcus"
B0958748-FCB9-413A-9713-F56A65E71371,F22872F4-D160-439C-B15F-3E48B63B29C1,A41.3,"Septicaemia due to Haemophilus influenzae"
F5956124-9ED1-434D-8436-CE5F9836FE23,F22872F4-D160-439C-B15F-3E48B63B29C1,A41.4,"Septicaemia due to anaerobes"
