Id,IcdCodeBlockId,Code,Name
653C9083-494C-4D88-975E-05643FC0A7C0,FFF2E3E4-673C-476B-A081-ABA514B2813B,A26,"Erysipeloid"
6F4741DC-73F5-4C58-AC83-E8954AEDADED,FFF2E3E4-673C-476B-A081-ABA514B2813B,A27,"Leptospirosis"
96A9F69A-46A0-435D-B6AD-FDDECD2E6DAD,FFF2E3E4-673C-476B-A081-ABA514B2813B,A28,"Other zoonotic bacterial diseases, not elsewhere classified"
DEF66F4E-5AA4-4792-BCF7-3174BFDDEA48,B43925B7-A7A6-4283-94AC-F3AA78481F10,A30,"Leprosy [Hansen's disease]"
36DCE79F-F01D-4EED-BB7D-C941A240E8BD,B43925B7-A7A6-4283-94AC-F3AA78481F10,A31,"Infection due to other mycobacteria"
D8D842D0-449A-47AC-88EC-C11BB5F45661,B43925B7-A7A6-4283-94AC-F3AA78481F10,A32,"Listeriosis"
0252FB13-493D-4A5A-A1F4-332E0B6D6C13,B43925B7-A7A6-4283-94AC-F3AA78481F10,A33,"Tetanus neonatorum"
7A85D9FE-9094-48F1-AC43-036F4B102D8B,B43925B7-A7A6-4283-94AC-F3AA78481F10,A34,"Obstetrical tetanus"
156A1AC2-8220-4216-AAFE-749DA801BCC2,B43925B7-A7A6-4283-94AC-F3AA78481F10,A35,"Other tetanus"
43C7A04A-D6B7-4C41-88FB-9C88509C1484,B43925B7-A7A6-4283-94AC-F3AA78481F10,A36,"Diphtheria"
53A4B471-5B2A-47A1-9BD1-63AAC06B3481,B43925B7-A7A6-4283-94AC-F3AA78481F10,A37,"Whooping cough"
FFF1BB14-60B8-42F8-B0DD-A8808D3006FA,B43925B7-A7A6-4283-94AC-F3AA78481F10,A38,"Scarlet fever"
1A7F3E04-65A5-4335-909A-4DB1EC8BAD08,B43925B7-A7A6-4283-94AC-F3AA78481F10,A39,"Meningococcal infection"
793ADBB8-1DFA-4050-B237-ECA0BCCC5688,B43925B7-A7A6-4283-94AC-F3AA78481F10,A40,"Streptococcal septicaemia"
F22872F4-D160-439C-B15F-3E48B63B29C1,B43925B7-A7A6-4283-94AC-F3AA78481F10,A41,"Other septicaemia"
BC4455E7-8A1A-4220-96D0-6370F18D5032,B43925B7-A7A6-4283-94AC-F3AA78481F10,A42,"Actinomycosis"
51663A6C-0EA7-4488-BA00-4999F9F226D7,B43925B7-A7A6-4283-94AC-F3AA78481F10,A43,"Nocardiosis"
7DCB4A2F-0737-473A-9E25-072C7FC8C0CB,B43925B7-A7A6-4283-94AC-F3AA78481F10,A44,"Bartonellosis"
6953DA62-484D-4859-A550-7340DED45ACA,B43925B7-A7A6-4283-94AC-F3AA78481F10,A46,"Erysipelas"
9BFCE3F1-FD91-411E-BF40-7FD567615E00,B43925B7-A7A6-4283-94AC-F3AA78481F10,A48,"Other bacterial diseases, not elsewhere classified"
15840F07-0AE6-4AA0-9792-3BB67FB18AF9,B43925B7-A7A6-4283-94AC-F3AA78481F10,A49,"Bacterial infection of unspecified site"
DAD04CE3-C2C6-4D03-8252-815B1897A6A9,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A50,"Congenital syphilis"
493F0F81-0475-46A3-AA77-527CBBBB3176,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A51,"Early syphilis"
0F6958C9-0275-462E-9ABB-35E972A48031,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A52,"Late syphilis"
F1162098-FDFA-4EC0-AFC9-118B83DB34FB,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A53,"Other and unspecified syphilis"
18713A9A-C1E6-4CFA-B9F2-790D4C575FFF,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A54,"Gonococcal infection"
2658BAD5-2F85-493A-8804-2F965A2823B0,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A55,"Chlamydial lymphogranuloma (venereum)"
0CE1286D-0BB7-4F77-9482-E423D4CD501F,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A56,"Other sexually transmitted chlamydial diseases"
307903C6-31FC-421B-9A04-F759D40A6B2A,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A57,"Chancroid"
81A7E03A-9E59-4E80-ABE1-9F1E9DEC65E1,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A58,"Granuloma inguinale"
187C3C2C-CB91-47B9-8F7E-E876C9DF0071,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A59,"Trichomoniasis"
159016B9-12E2-4C00-8A9A-742DDDDC92DC,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A60,"Anogenital herpesviral [herpes simplex] infection"
B12884E0-493E-45AD-B6F8-8F47D6D094B9,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified"
5665EFA5-9956-4C8F-8E84-FA573317398D,D8067717-6BD6-4AE8-B5D3-37F706D20EC9,A64,"Unspecified sexually transmitted disease"
9E3652FE-3083-4D64-86B3-72FB4E087B63,2705C375-6E09-46E1-91F5-A027B191265C,A65,"Nonvenereal syphilis"
1224E1EE-5C03-4C7B-91C3-C9CF154EEF13,2705C375-6E09-46E1-91F5-A027B191265C,A66,"Yaws"
6B322F2E-1A2F-48A4-B68F-35EFF79223C2,2705C375-6E09-46E1-91F5-A027B191265C,A67,"Pinta [carate]"
CD2C89CC-92FC-437A-8CC4-CD41BD029F37,2705C375-6E09-46E1-91F5-A027B191265C,A68,"Relapsing fevers"
1D9AE940-F14C-49C7-8608-EA8A3AE5F618,2705C375-6E09-46E1-91F5-A027B191265C,A69,"Other spirochaetal infections"
E71973A3-1D86-4C02-9866-EE376E7C89EC,DEDA2E51-DE76-4531-80F5-966FC2D2023A,A70,"Chlamydia psittaci infection"
0ED7D747-524C-441D-A671-5702D8219A82,DEDA2E51-DE76-4531-80F5-966FC2D2023A,A71,"Trachoma"
625D94D0-F0DE-4A52-85EE-6004BA913E09,DEDA2E51-DE76-4531-80F5-966FC2D2023A,A74,"Other diseases caused by chlamydiae"
655F078F-0FDD-45AD-98B1-A35B21C93795,7E98B32C-DDBF-4486-86ED-0DE7AB9985D5,A75,"Typhus fever"
168AAF25-9FE9-4C0C-9A9B-85CFB3FA1170,7E98B32C-DDBF-4486-86ED-0DE7AB9985D5,A77,"Spotted fever [tick-borne rickettsioses]"
BFCF41D9-3F79-494D-8D06-00DC87AAF50C,7E98B32C-DDBF-4486-86ED-0DE7AB9985D5,A78,"Q fever"
F503F451-EC7D-4C94-98F6-C530635DF7D3,7E98B32C-DDBF-4486-86ED-0DE7AB9985D5,A79,"Other rickettsioses"
57597534-3287-4704-82A3-E74AAF8EB1ED,357CD3DD-98F7-4912-809D-58273A73A18D,A80,"Acute poliomyelitis"
FD8FD7D3-9A07-4D38-9D4F-DA1B941275B8,357CD3DD-98F7-4912-809D-58273A73A18D,A81,"Atypical virus infections of central nervous system"
5E3673E9-FB54-433A-98F7-5E922E17A1DC,357CD3DD-98F7-4912-809D-58273A73A18D,A82,"Rabies"
16CBCDC1-6E29-4B0F-A775-21CB8C51C59D,357CD3DD-98F7-4912-809D-58273A73A18D,A83,"Mosquito-borne viral encephalitis"
6B24B3A1-5627-48A6-ACF9-FED5D584C5DE,357CD3DD-98F7-4912-809D-58273A73A18D,A84,"Tick-borne viral encephalitis"
FAA26D33-B6CC-4D33-86FE-DE3184430D6D,357CD3DD-98F7-4912-809D-58273A73A18D,A85,"Other viral encephalitis, not elsewhere classified"
FACA6166-6054-4A73-A602-6BA72C6028FF,357CD3DD-98F7-4912-809D-58273A73A18D,A86,"Unspecified viral encephalitis"
6609F066-872B-4154-85DC-6CD2FEB0A1A7,357CD3DD-98F7-4912-809D-58273A73A18D,A87,"Viral meningitis"
6B8489B7-0377-4736-B74B-9FDE672ED723,357CD3DD-98F7-4912-809D-58273A73A18D,A88,"Other viral infections of central nervous system, not elsewhere classified"
10DDC1C3-5788-4EA6-8D82-5C0CDF651D6E,357CD3DD-98F7-4912-809D-58273A73A18D,A89,"Unspecified viral infection of central nervous system"
0D78C60D-8121-4537-8AC7-4BD8ADA5DD1C,9C62DFA2-D0A7-4997-993F-1FB35436E68E,A90,"Dengue fever [classical dengue]"
A7CDFBB3-58CD-4970-8145-91DC529063F4,9C62DFA2-D0A7-4997-993F-1FB35436E68E,A91,"Dengue haemorrhagic fever"
BFF51440-7547-429A-A378-30707F8E449B,9C62DFA2-D0A7-4997-993F-1FB35436E68E,A92,"Other mosquito-borne viral fevers"
4A8583DE-A234-4296-B877-455979C22C74,9C62DFA2-D0A7-4997-993F-1FB35436E68E,A93,"Other arthropod-borne viral fevers, not elsewhere classified"
42F69103-A636-440D-84F7-5BEF27F2A986,9C62DFA2-D0A7-4997-993F-1FB35436E68E,A94,"Unspecified arthropod-borne viral fever"
521DFFC1-A66C-416E-8115-717219B41735,9C62DFA2-D0A7-4997-993F-1FB35436E68E,A95,"Yellow fever"
11FDCB92-0B70-424A-912B-E274E460C77B,9C62DFA2-D0A7-4997-993F-1FB35436E68E,A96,"Arenaviral haemorrhagic fever"
08795DE6-9062-421F-B2C4-CAE026DA0E31,9C62DFA2-D0A7-4997-993F-1FB35436E68E,A98,"Other viral haemorrhagic fevers, not elsewhere classified"
638EFF3B-9FAE-4048-AAC7-4F3B766C1A4D,9C62DFA2-D0A7-4997-993F-1FB35436E68E,A99,"Unspecified viral haemorrhagic fever"
ACFDB5B1-BE1F-467F-B768-CE5E0EE4D15B,224ECC9D-C1DF-4E9B-A94E-962B7C5A1C19,B00,"Herpesviral [herpes simplex] infections"
02B37F91-0E6E-4B83-A37F-814495CCA81B,224ECC9D-C1DF-4E9B-A94E-962B7C5A1C19,B01,"Varicella [chickenpox]"
FF9AB8CA-726D-4663-A42B-66C99C96EAE8,224ECC9D-C1DF-4E9B-A94E-962B7C5A1C19,B02,"Zoster [herpes zoster]"
6A166C6B-4C69-493D-9899-E9D10E5EC276,224ECC9D-C1DF-4E9B-A94E-962B7C5A1C19,B03,"Smallpox"
63651D6C-40E1-4739-939D-A32518324ABD,224ECC9D-C1DF-4E9B-A94E-962B7C5A1C19,B04,"Monkeypox"
A604D39F-A5A6-47D1-B304-027DA617A76A,224ECC9D-C1DF-4E9B-A94E-962B7C5A1C19,B05,"Measles"
E59DCA37-5881-4B16-BFF9-23DEE5798D99,224ECC9D-C1DF-4E9B-A94E-962B7C5A1C19,B06,"Rubella [German measles]"
C40043B7-B08F-4CBA-AC66-0DDF7A3B1538,224ECC9D-C1DF-4E9B-A94E-962B7C5A1C19,B07,"Viral warts"
28071459-CCE9-41CF-93AD-04252EE39AE2,224ECC9D-C1DF-4E9B-A94E-962B7C5A1C19,B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
B6E9F76B-97B1-4DC1-87A6-C8FBE08CAE07,224ECC9D-C1DF-4E9B-A94E-962B7C5A1C19,B09,"Unspecified viral infection characterized by skin and mucous membrane lesions"
1F6D4A3F-9BA3-4C95-AE34-B36B583D7B23,B85963E5-F83A-43AE-873A-11BAB3B57982,B15,"Acute hepatitis A"
B3CADDCE-EEE9-42E5-9D44-26648E17CDFD,B85963E5-F83A-43AE-873A-11BAB3B57982,B16,"Acute hepatitis B"
A72ADB98-DFF7-4982-9BFD-7574773A4491,B85963E5-F83A-43AE-873A-11BAB3B57982,B17,"Other acute viral hepatitis"
F787CDCC-6870-4282-88DF-4E66DEEF0CC1,B85963E5-F83A-43AE-873A-11BAB3B57982,B18,"Chronic viral hepatitis"
D37463A7-52BE-40E0-9EE2-1FC383A9EB78,B85963E5-F83A-43AE-873A-11BAB3B57982,B19,"Unspecified viral hepatitis"
9FB77E27-C55B-4FEF-ABC2-25A4394F8D8A,68336052-03C7-47FE-BEE0-53FBF6525FA2,B20,"Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases"
67315657-3E04-4AE9-B089-2F767C49ACF7,68336052-03C7-47FE-BEE0-53FBF6525FA2,B21,"Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms"
36199F64-9D6A-49BF-95DD-0FB83A31DF69,68336052-03C7-47FE-BEE0-53FBF6525FA2,B22,"Human immunodeficiency virus [HIV] disease resulting in other specified diseases"
F485EA30-507B-45E3-9738-6539F52D2B88,68336052-03C7-47FE-BEE0-53FBF6525FA2,B23,"Human immunodeficiency virus [HIV] disease resulting in other conditions"
075F9AFD-9C94-4ADF-A6C2-D15E5A5EA539,68336052-03C7-47FE-BEE0-53FBF6525FA2,B24,"Unspecified human immunodeficiency virus [HIV] disease"
026042CC-DA53-4328-B941-07F4A8085DEF,AF48E3B0-E1FD-4FBA-B073-51309E21F978,B25,"Cytomegaloviral disease"
197BECD0-10E0-4750-B61A-1E9F2E501AD8,AF48E3B0-E1FD-4FBA-B073-51309E21F978,B26,"Mumps"
D22FF129-0047-4FCE-BAC2-D3D3A6585A76,AF48E3B0-E1FD-4FBA-B073-51309E21F978,B27,"Infectious mononucleosis"
ECA73B4B-91B8-44E0-8851-F42B48EB093C,AF48E3B0-E1FD-4FBA-B073-51309E21F978,B30,"Viral conjunctivitis"
C26F0B7C-9417-464D-AE49-0A585E97EA79,AF48E3B0-E1FD-4FBA-B073-51309E21F978,B33,"Other viral diseases, not elsewhere classified"
DA197373-1B6D-4C44-86C3-AFB47B262413,AF48E3B0-E1FD-4FBA-B073-51309E21F978,B34,"Viral infection of unspecified site"
DFDDD3E6-CD9B-43A5-AF41-56B9A6F90ED1,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B35,"Dermatophytosis"
35B6E26F-4C59-4527-9373-313FB6133BF6,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B36,"Other superficial mycoses"
7D39122A-400B-4A09-9ECE-27070493C10C,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B37,"Candidiasis"
5D040C72-661E-430D-87F9-D17B18BCB00B,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B38,"Coccidioidomycosis"
952439DE-8BD7-4F22-865A-EE68977D2C0E,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B39,"Histoplasmosis"
3DACF82F-4BF8-4D47-B42F-DEB930F080F7,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B40,"Blastomycosis"
38F020FC-ECF7-47D3-882F-FE79D4A27120,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B41,"Paracoccidioidomycosis"
158038E8-48D0-4015-9054-5BE4393F646B,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B42,"Sporotrichosis"
D8B2A564-AA44-4DB5-B1D0-63526D9CA196,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B43,"Chromomycosis and phaeomycotic abscess"
5DDB1847-A25F-4C3E-AFF3-236C3C60FE36,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B44,"Aspergillosis"
12DE358A-49E3-4BFD-AC02-484265A003F9,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B45,"Cryptococcosis"
7F89AB35-50D1-4255-8CC9-841992845D4C,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B46,"Zygomycosis"
CF9A5F4B-0147-461B-AC4A-A1B909E96824,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B47,"Mycetoma"
6F8DA4E4-94D7-48D8-9011-7B225A48C749,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B48,"Other mycoses, not elsewhere classified"
93D2BDDA-D704-4574-AD7E-5DA08F0E6F47,46B9CA79-ABD5-4851-9C58-571DCC5C677F,B49,"Unspecified mycosis"
31A7D01B-170D-4793-85D6-8655215B90DA,E1093145-A8B9-48FD-8191-18EFD197DA6C,B50,"Plasmodium falciparum malaria"
2BB4F06E-39E1-45A2-B19D-E4642D3409CB,E1093145-A8B9-48FD-8191-18EFD197DA6C,B51,"Plasmodium vivax malaria"
5ED1E1A1-0515-47AB-97A4-54959766A188,E1093145-A8B9-48FD-8191-18EFD197DA6C,B52,"Plasmodium malariae malaria"
D09797FB-11F5-458E-B85E-23A97D3F845D,E1093145-A8B9-48FD-8191-18EFD197DA6C,B53,"Other parasitologically confirmed malaria"
7FABB21C-D6D3-44E1-BD5A-5690AD775DE7,E1093145-A8B9-48FD-8191-18EFD197DA6C,B54,"Unspecified malaria"
3AD03FB6-E4F3-42E6-8AA5-6C6A8BCD035B,E1093145-A8B9-48FD-8191-18EFD197DA6C,B55,"Leishmaniasis"
F3347917-D345-4994-B5E3-26785FF5BD2D,E1093145-A8B9-48FD-8191-18EFD197DA6C,B56,"African trypanosomiasis"
AB00F3D1-B480-4777-B623-25F44BDDC989,E1093145-A8B9-48FD-8191-18EFD197DA6C,B57,"Chagas' disease"
F04128C1-3972-4CB6-B42A-D6E4B56F3A86,E1093145-A8B9-48FD-8191-18EFD197DA6C,B58,"Toxoplasmosis"
E64C5646-A415-46E1-AEFE-5B1D8A4D38FB,E1093145-A8B9-48FD-8191-18EFD197DA6C,B59,"Pneumocystosis"
F31FF721-2054-409C-AEE9-FB3123F417D7,E1093145-A8B9-48FD-8191-18EFD197DA6C,B60,"Other protozoal diseases, not elsewhere classified"
CFFE6165-8A7D-408C-AB44-8E001B7CD5FF,E1093145-A8B9-48FD-8191-18EFD197DA6C,B64,"Unspecified protozoal disease"
76055112-878A-4EB1-901D-144335557378,2859A854-6406-46B2-8018-90EC06704723,B65,"Schistosomiasis [bilharziasis]"
B378A500-0BE2-42AC-AB0D-AABF0C758E9C,2859A854-6406-46B2-8018-90EC06704723,B66,"Other fluke infections"
107D31D3-0E3A-4045-A0DC-64CAADACA008,2859A854-6406-46B2-8018-90EC06704723,B67,"Echinococcosis"
4FBEC91A-ED81-453C-A416-E238E1C377E2,2859A854-6406-46B2-8018-90EC06704723,B68,"Taeniasis"
95A37083-5A10-404B-B239-0209FC08AA6B,2859A854-6406-46B2-8018-90EC06704723,B69,"Cysticercosis"
CC2E1C5D-190E-4E30-82F7-30D084575BA3,2859A854-6406-46B2-8018-90EC06704723,B70,"Diphyllobothriasis and sparganosis"
35650A0E-61DE-42E7-9D46-1F509790DBC8,2859A854-6406-46B2-8018-90EC06704723,B71,"Other cestode infections"
527A590F-5482-4AA8-84C1-F49E9AB6A46F,2859A854-6406-46B2-8018-90EC06704723,B72,"Dracunculiasis"
A8071BFF-BAC8-43BD-A593-CAD19C071C9D,2859A854-6406-46B2-8018-90EC06704723,B73,"Onchocerciasis"
57D8B1D8-DFFD-40C9-94C6-F3B830882D4D,2859A854-6406-46B2-8018-90EC06704723,B74,"Filariasis"
0EB0AF6D-0280-4A95-A1A4-127027D255F0,2859A854-6406-46B2-8018-90EC06704723,B75,"Trichinellosis"
E25BDDD4-7D3F-44FE-AB03-0E0E508050E3,2859A854-6406-46B2-8018-90EC06704723,B76,"Hookworm diseases"
0799A227-C442-4158-BF79-88C8334E6EE5,2859A854-6406-46B2-8018-90EC06704723,B77,"Ascariasis"
4EE446EF-53C3-4ACC-BAE1-885096A39DB1,2859A854-6406-46B2-8018-90EC06704723,B78,"Strongyloidiasis"
6686CCF9-371E-4C7D-B1BA-6094FB748656,2859A854-6406-46B2-8018-90EC06704723,B79,"Trichuriasis"
61FB476D-25A2-4D05-9569-5D408355555D,2859A854-6406-46B2-8018-90EC06704723,B80,"Enterobiasis"
386416BF-AC4C-440C-B03B-84372B2B7BE2,2859A854-6406-46B2-8018-90EC06704723,B81,"Other intestinal helminthiases, not elsewhere classified"
8E94751D-90C5-4BE5-B069-01E2DFA60A52,2859A854-6406-46B2-8018-90EC06704723,B82,"Unspecified intestinal parasitism"
E00D1697-65F2-4800-90C2-D367A8D21639,2859A854-6406-46B2-8018-90EC06704723,B83,"Other helminthiases"
BE52C9CD-21FC-4900-B020-4395A31814D2,8D500933-6DAE-4149-ABC3-523DE755F128,B85,"Pediculosis and phthiriasis"
9D20760F-FABD-4A4F-872B-8D5CB4058313,8D500933-6DAE-4149-ABC3-523DE755F128,B86,"Scabies"
AC5B06B2-52BF-4163-A97C-4C4D2FE9AA43,8D500933-6DAE-4149-ABC3-523DE755F128,B87,"Myiasis"
33598984-45A7-4E7B-B100-DFC457003B02,8D500933-6DAE-4149-ABC3-523DE755F128,B88,"Other infestations"
9375F10A-BD2A-4C49-A70C-A7EC2DC85B4D,8D500933-6DAE-4149-ABC3-523DE755F128,B89,"Unspecified parasitic disease"
9819F06A-04B6-440B-BA00-51165128A486,0DC47ADD-9D49-4E8E-900D-FEE1BFACB5D1,B90,"Sequelae of tuberculosis"
D613AA70-F0E6-491A-B53E-792CD4D62B37,0DC47ADD-9D49-4E8E-900D-FEE1BFACB5D1,B91,"Sequelae of poliomyelitis"
4EBFB529-A8E6-4DE6-AFD0-31C4540EA41A,0DC47ADD-9D49-4E8E-900D-FEE1BFACB5D1,B92,"Sequelae of leprosy"
31E6732A-36AD-4049-92D0-3C7D95F4F80A,0DC47ADD-9D49-4E8E-900D-FEE1BFACB5D1,B94,"Sequelae of other and unspecified infectious and parasitic diseases"
CACEE3FB-B3CB-43E6-AD95-8F5ADBD27745,2C2AA2FF-A3C8-4F9E-8E85-BFF0D28FBCE9,B95,"Streptococcus and staphylococcus as the cause of diseases classified to other chapters"
E174D2A9-770C-4FE0-B072-288FDEA8E4C7,2C2AA2FF-A3C8-4F9E-8E85-BFF0D28FBCE9,B96,"Other bacterial agents as the cause of diseases classified to other chapters"
B5B22A28-0F3C-4BF4-A0FD-348ACCAB1BD0,2C2AA2FF-A3C8-4F9E-8E85-BFF0D28FBCE9,B97,"Viral agents as the cause of diseases classified to other chapters"
B6E639F9-5807-4CD5-8CA6-4BE08B04F730,FFADA7D5-ECA4-42FD-BC76-928DA6EBB56D,B99,"Other and unspecified infectious diseases"
FF4DB65A-3C91-439E-B1A4-FBB8C63222AA,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C00,"Malignant neoplasm of lip"
C7F59FC6-CDC6-4F77-921B-5BD114E1B0E9,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C01,"Malignant neoplasm of base of tongue"
707CD604-D53E-4021-82E6-AE0DA5A66183,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C02,"Malignant neoplasm of other and unspecified parts of tongue"
E5976595-A48A-42C3-8E7C-3ECF733DA463,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C03,"Malignant neoplasm of gum"
D244A1A7-9945-4762-BA00-AB8B5EC9FAE5,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C04,"Malignant neoplasm of floor of mouth"
1D0704CE-60DB-4FDE-A38F-DF3B799AC669,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C05,"Malignant neoplasm of palate"
875AB500-4432-4EF9-93AA-5D2CAF783CDF,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C06,"Malignant neoplasm of other and unspecified parts of mouth"
374B5456-D0E2-4C19-B55F-307C9DC44DAA,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C07,"Malignant neoplasm of parotid gland"
562168DD-D1C2-4EB3-8C25-09DEFA831120,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C08,"Malignant neoplasm of other and unspecified major salivary glands"
0E830EE6-3888-4538-9C6A-957C556DE5D2,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C09,"Malignant neoplasm of tonsil"
5BCD4FB8-7061-4026-A1CC-C786A233DE9F,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C10,"Malignant neoplasm of oropharynx"
E6CCED6D-01FE-40CD-BCA3-2FFC937C93A1,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C11,"Malignant neoplasm of nasopharynx"
DC959BE5-68DF-495C-875D-2897E10C9389,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C12,"Malignant neoplasm of piriform sinus"
B3F9AB31-AEE2-4E1F-9C11-30CAA0582887,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C13,"Malignant neoplasm of hypopharynx"
C7BDE59F-52F2-4A33-9998-2044AAFF3781,C08619AA-0CAD-4DDB-ADA9-F0C8EB0CD924,C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
E5DFB695-E043-4AF7-92FD-3C823A5B876B,FE1995A8-8AEB-4AC2-ABDA-D07AAF1410F5,C15,"Malignant neoplasm of oesophagus"
752AAC17-ADD6-45AE-9AD3-657E3D1D2E55,FE1995A8-8AEB-4AC2-ABDA-D07AAF1410F5,C16,"Malignant neoplasm of stomach"
54B9C347-9A4C-4399-A8CD-6504BC74CF08,FE1995A8-8AEB-4AC2-ABDA-D07AAF1410F5,C17,"Malignant neoplasm of small intestine"
